ClaimID,AccidentDate,ReportDate,TransactionDate,TransactionAmount
CLM-10129,2020-03-20,2020-04-22,2021-08-08,-18253.52
CLM-10259,2022-04-20,2022-06-24,2022-10-05,22397.44
CLM-10023,2021-07-05,2021-07-16,2021-12-08,-2516.96
CLM-10476,2023-05-24,2023-07-26,2024-03-09,66713.64
CLM-10462,2020-07-23,2020-08-15,2021-03-25,61867.27
CLM-10180,2022-02-23,2022-04-26,2023-03-23,64522.52
CLM-10445,2021-07-18,2021-08-18,2022-07-13,72588.87
CLM-10426,2023-10-14,2023-11-25,2024-10-29,38241.63
CLM-10799,2021-09-10,2021-11-30,2022-06-19,35629.55
CLM-10761,2022-05-24,2022-07-03,2023-08-02,-10355.47
CLM-10556,2022-02-22,2022-03-30,2022-08-13,15899.85
CLM-10157,2020-12-19,2021-01-27,2022-01-06,2943.72
CLM-10585,2024-06-01,2024-08-16,2024-11-24,46954.85
CLM-10055,2022-02-19,2022-05-07,2022-08-15,46082.99
CLM-10173,2021-10-05,2021-12-04,2022-06-27,-24219.2
CLM-10715,2022-01-13,,2022-10-26,82344.08
CLM-10350,2021-06-25,2021-07-30,2021-11-29,48126.87
CLM-10221,2022-02-14,2022-04-25,2022-05-25,-20176.26
CLM-10785,2021-05-19,2021-08-03,2022-08-19,22884.34
CLM-10315,2024-10-19,2024-11-19,2024-12-24,24081.88
CLM-10084,2022-06-24,2022-08-20,2023-09-06,32476.05
CLM-10387,2022-08-14,2022-09-25,2023-05-07,36694.11
CLM-10182,2024-04-04,2024-04-15,2024-11-08,79024.62
CLM-10371,2020-05-14,2020-06-27,2021-05-04,12711.3
CLM-10685,2020-03-16,2020-03-17,2021-04-21,25704.46
CLM-10611,2022-04-22,2022-06-11,2022-08-21,55138.66
CLM-10495,2020-05-14,2020-08-08,2021-01-28,-12528.86
CLM-10483,2021-02-16,2021-03-07,2021-04-07,15307.23
CLM-10007,2022-12-13,2023-01-27,2023-12-12,-19147.45
CLM-10666,2022-01-27,2022-03-02,2022-09-03,71602.2
CLM-10182,2024-04-04,2024-04-15,2024-09-08,54701.33
CLM-10383,2023-06-20,2023-07-10,2024-07-20,34410.56
CLM-10101,2020-08-29,2020-10-25,2020-12-25,50666.76
CLM-10332,2023-04-25,2023-06-10,2024-07-08,40884.74
CLM-10560,2022-09-25,2022-10-20,2023-09-04,84890.42
CLM-10404,2021-12-06,2022-01-13,2022-03-30,25960.29
CLM-10258,2022-09-21,2022-12-07,2024-02-14,31047.45
CLM-10515,2023-11-02,2023-12-02,2024-10-12,84678.68
CLM-10202,2022-04-25,2022-06-03,2023-07-01,18274.71
CLM-10035,2023-06-12,2023-08-11,2024-04-16,72109.81
CLM-10224,2020-11-06,2021-01-11,2022-10-19,56191.34
CLM-10268,2023-11-02,2023-12-19,2023-09-20,71722.3
CLM-10214,2020-08-21,2020-10-01,2021-03-11,50598.6
CLM-10576,2022-12-16,2023-02-17,2023-10-28,-21437.34
CLM-10056,2020-11-30,2021-01-08,2022-02-10,33095.77
CLM-10797,2022-07-21,2022-08-09,2023-02-01,82949.94
CLM-10311,2020-12-29,2021-01-17,2022-03-23,18898.79
CLM-10150,2021-06-20,2021-06-25,2022-10-24,2783.01
CLM-10672,2021-07-09,2021-08-25,2022-07-11,15759.73
CLM-10200,2020-01-10,2020-02-20,2020-10-24,-5194.6
CLM-10533,2022-07-26,2022-07-30,2022-09-25,83210.88
CLM-10245,2024-07-26,2024-09-03,2025-02-18,67371.29
CLM-10198,2021-04-17,2021-07-06,2022-10-27,6458.71
CLM-10349,2022-02-13,2022-03-11,2022-09-04,6841.98
CLM-10686,2023-11-14,2024-02-01,2024-07-30,73595.83
CLM-10058,2021-04-10,2021-04-27,2022-04-14,53052.27
CLM-10654,2021-12-04,2022-01-31,2023-05-25,57995.51
CLM-10555,2022-12-21,2023-03-18,2023-06-13,35412.09
CLM-10731,2020-04-05,2020-05-31,2021-02-16,25267.76
CLM-10304,2020-11-07,2020-11-30,2021-06-25,22679.5
CLM-10505,2021-11-07,2022-02-01,2023-08-22,9400.59
CLM-10661,2023-08-14,2023-08-18,2024-03-16,28559.79
CLM-10298,2022-05-26,2022-07-29,2023-06-30,47768.21
CLM-10601,2021-10-19,2021-12-26,2022-05-02,77860.31
CLM-10553,2022-12-07,2023-02-16,2023-08-09,48584.7
CLM-10049,2021-03-15,2021-06-04,2022-01-07,23128.11
CLM-10600,2022-03-31,2022-06-22,2022-08-28,-3314.98
CLM-10558,2021-01-02,2021-03-02,2021-04-07,39829.33
CLM-10399,2024-03-13,2024-05-31,2024-09-27,50426.25
CLM-10280,2023-02-13,2023-04-15,2023-12-09,37329.78
CLM-10124,2023-12-09,2024-01-19,2024-10-16,-16504.89
CLM-10076,2023-01-08,2023-03-22,2023-09-04,18957.66
CLM-10621,2020-01-13,2020-03-06,2020-04-29,9500.21
CLM-10204,2022-02-15,2022-05-14,2022-10-31,-1706.6
CLM-10433,2023-02-26,2023-04-18,2023-07-12,15735.2
CLM-10216,2020-12-26,2021-01-26,2021-08-09,68755.24
CLM-10790,2024-09-23,2024-10-26,2025-05-03,37740.69
CLM-10146,2020-09-10,2020-11-21,2021-02-15,3541.27
CLM-10632,2020-11-27,2021-02-19,2021-06-04,69648.63
CLM-10042,2020-07-23,2020-09-27,2021-08-24,-19022.76
CLM-10345,2024-10-28,2024-12-15,2025-04-04,25902.86
CLM-10037,2024-04-03,2024-05-26,2024-09-02,27683.4
CLM-10701,2022-06-23,2022-08-04,2023-03-27,5649.55
CLM-10705,2021-11-18,2022-01-29,2022-10-23,20127.48
CLM-10161,2020-05-28,2020-06-29,2020-12-10,-16523.94
CLM-10417,2022-01-24,2022-03-03,2022-10-31,69006.22
CLM-10117,2024-11-17,,2025-03-12,6394.29
CLM-10345,2024-10-28,2024-12-15,2025-05-25,21563.21
CLM-10373,2023-12-04,2023-12-18,2024-03-09,50179.53
CLM-10791,2022-01-19,2022-01-23,2022-11-17,33852.34
CLM-10779,2023-07-09,2023-09-12,2024-05-25,55705.2
CLM-10392,2022-01-10,2022-03-09,2022-04-08,69224.19
CLM-10464,2022-09-29,2022-11-23,2023-01-11,47899.23
CLM-10732,2024-04-29,2024-05-02,2024-09-28,4581.91
CLM-10377,2020-05-25,2020-07-25,2021-02-15,60269.18
CLM-10741,2020-03-12,2020-05-26,2020-09-17,6718.79
CLM-10136,2024-05-01,2024-06-03,2024-11-09,47500.85
CLM-10682,2022-11-29,2023-01-04,2024-04-26,41459.66
CLM-10301,2023-08-02,2023-09-16,2024-12-28,7545.37
CLM-10686,2023-11-14,2024-02-01,2025-01-03,42953.94
CLM-10335,2021-01-30,2021-03-14,2021-12-14,68471.61
CLM-10353,2020-04-10,2020-07-04,2021-05-31,-9439.65
CLM-10795,2020-01-24,2020-03-06,2021-04-16,-17611.28
CLM-10311,2020-12-29,2021-01-17,2022-01-28,3378.51
CLM-10728,2021-10-14,2021-12-24,2022-08-18,4955.11
CLM-10676,2023-11-26,2024-01-31,2024-11-21,48574.67
CLM-10200,2020-01-10,2020-02-20,2021-06-06,-11126.65
CLM-10043,2022-09-09,2022-10-08,2023-01-28,55836.94
CLM-10184,2020-12-27,2021-01-30,2022-04-07,29620.82
CLM-10099,2022-04-18,2022-07-05,2023-04-03,28011.49
CLM-10037,2024-04-03,2024-05-26,2025-01-13,77136.46
CLM-10730,2020-03-13,2020-03-31,2021-06-10,44340.44
CLM-10068,2024-11-18,2024-12-09,2025-04-16,72742.81
CLM-10385,2023-09-23,2023-11-26,2025-04-21,48152.59
CLM-10280,2023-02-13,2023-04-15,2023-06-18,63241.0
CLM-10466,2021-04-19,2021-05-20,2021-07-22,55458.39
CLM-10464,2022-09-29,2022-11-23,2023-02-01,-15072.55
CLM-10707,2020-02-20,2020-04-20,2020-09-19,20406.38
CLM-10529,2024-07-06,2024-08-15,2025-01-05,45494.17
CLM-10657,2023-02-24,2023-05-21,2024-04-10,45659.4
CLM-10390,2024-04-26,2024-05-27,2024-08-17,67853.5
CLM-10709,2020-11-01,2021-01-16,2022-01-20,-12692.12
CLM-10416,2022-03-28,,2023-10-15,66107.56
CLM-10445,2021-07-18,2021-08-18,2022-08-14,33065.65
CLM-10258,2022-09-21,2022-12-07,2023-12-02,51507.99
CLM-10558,2021-01-02,2021-03-02,2022-05-27,25463.68
CLM-10114,2022-11-15,2023-01-03,2022-10-19,46593.58
CLM-10292,2020-04-20,2020-05-25,2021-09-27,26305.49
CLM-10761,2022-05-24,2022-07-03,2022-10-21,76935.38
CLM-10572,2022-01-05,2022-02-10,2023-01-13,5064.32
CLM-10648,2022-06-02,2022-07-31,2022-11-21,14129.5
CLM-10150,2021-06-20,2021-06-25,2022-04-19,52772.01
CLM-10774,2021-09-02,2021-10-07,2021-12-01,66838.13
CLM-10367,2022-01-04,2022-03-05,2022-07-24,63710.98
CLM-10361,2024-08-09,2024-09-15,2025-04-27,71819.57
CLM-10402,2021-07-28,2021-08-09,2022-01-22,30100.05
CLM-10471,2023-07-20,2023-07-24,2023-07-04,23960.17
CLM-10288,2022-02-17,2022-04-07,2022-10-04,5805.94
CLM-10109,2020-09-29,2020-10-24,2022-07-27,8123.94
CLM-10356,2020-02-16,2020-03-08,2021-05-11,41544.39
CLM-10228,2020-02-22,2020-03-12,2020-10-30,-22992.72
CLM-10035,2023-06-12,2023-08-11,2023-10-25,60427.04
CLM-10042,2020-07-23,2020-09-27,2020-11-29,48712.3
CLM-10676,2023-11-26,2024-01-31,2025-03-17,9721.15
CLM-10513,2020-05-28,2020-05-29,2020-11-29,77431.62
CLM-10605,2020-06-29,2020-08-08,2020-11-25,73291.98
CLM-10374,2022-01-12,2022-02-11,2023-04-18,83969.14
CLM-10603,2022-01-03,2022-02-24,2023-11-04,50759.41
CLM-10770,2023-07-08,2023-08-18,2024-10-16,67026.45
CLM-10384,2022-07-02,2022-08-08,2023-08-25,73519.39
CLM-10467,2020-05-09,2020-07-25,2020-11-21,24231.15
CLM-10092,2020-06-15,2020-09-08,2021-10-13,57392.01
CLM-10781,2021-12-31,2022-01-08,2022-09-03,24707.92
CLM-10085,2021-04-19,2021-07-03,2022-05-02,60728.05
CLM-10621,2020-01-13,2020-03-06,2020-12-04,54738.52
CLM-10086,2023-08-01,2023-10-18,2025-03-11,57227.66
CLM-10067,2021-04-24,2021-05-11,2021-07-29,64538.99
CLM-10101,2020-08-29,2020-10-25,2021-10-25,22375.77
CLM-10170,2024-03-03,2024-04-10,2024-09-15,64759.02
CLM-10667,2024-12-11,2025-02-25,2025-03-12,40586.38
CLM-10123,2022-08-08,2022-10-14,2023-03-10,-1315.66
CLM-10027,2021-06-20,2021-08-27,2022-10-30,79022.3
CLM-10597,2021-08-12,2021-09-02,2022-08-18,18955.78
CLM-10498,2021-09-18,2021-10-24,2022-07-17,21576.52
CLM-10186,2020-04-14,2020-04-30,2021-02-21,-18478.4
CLM-10235,2022-09-19,2022-12-14,2023-12-15,8280.39
CLM-10624,2023-03-12,2023-04-18,2023-10-28,38514.03
CLM-10275,2023-10-12,2023-12-31,2024-05-12,47225.16
CLM-10467,2020-05-09,2020-07-25,2021-12-09,52446.65
CLM-10758,2021-01-31,2021-03-23,2021-07-04,9859.24
CLM-10789,2024-06-14,2024-09-05,2025-03-08,21434.89
CLM-10044,2020-04-01,2020-06-10,2020-12-17,-24904.99
CLM-10498,2021-09-18,2021-10-24,2022-03-07,-15916.62
CLM-10703,2020-11-03,2021-01-20,2022-04-16,61205.74
CLM-10513,2020-05-28,2020-05-29,2021-07-12,16947.52
CLM-10101,2020-08-29,2020-10-25,2021-06-18,33399.72
CLM-10729,2023-05-19,2023-07-10,2024-02-23,64867.15
CLM-10199,2021-11-26,,2023-08-24,12896.26
CLM-10093,2020-09-30,2020-11-18,2021-02-27,56429.68
CLM-10075,2021-06-20,2021-09-11,2021-10-10,-12424.76
CLM-10793,2024-04-10,2024-06-19,2025-01-10,5746.13
CLM-10575,2021-05-18,2021-06-03,2022-02-04,20262.16
CLM-10202,2022-04-25,2022-06-03,2023-07-18,28070.69
CLM-10033,2024-07-15,2024-09-22,2025-04-17,-12147.83
CLM-10095,2020-09-01,2020-11-10,2021-04-21,3703.5
CLM-10602,2022-12-17,2023-02-18,2023-04-14,75667.07
CLM-10652,2023-10-21,2023-12-11,2024-09-28,10949.52
CLM-10311,2020-12-29,2021-01-17,2022-10-06,62702.85
CLM-10630,2023-01-27,,2024-03-08,22020.32
CLM-10065,2023-05-05,2023-07-30,2024-09-30,18171.99
CLM-10524,2021-07-10,2021-08-06,2022-08-13,81482.46
CLM-10230,2020-09-27,2020-11-09,2021-12-13,52284.67
CLM-10043,2022-09-09,2022-10-08,2023-12-05,3478.46
CLM-10469,2020-08-18,2020-10-31,2020-12-16,-21741.83
CLM-10362,2022-08-27,2022-11-24,2023-04-13,33970.78
CLM-10338,2021-07-24,2021-08-15,2022-02-02,-18538.25
CLM-10215,2022-05-18,2022-06-05,2022-10-08,83966.47
CLM-10266,2022-06-30,2022-08-20,2023-03-29,13364.66
CLM-10719,2021-10-22,2021-12-19,2022-02-11,80703.53
CLM-10259,2022-04-20,2022-06-24,2022-07-24,59585.69
CLM-10560,2022-09-25,2022-10-20,2023-03-29,70274.56
CLM-10534,2021-04-08,2021-04-10,2021-05-07,64794.72
CLM-10664,2022-09-26,2022-10-13,2023-10-20,26580.88
CLM-10308,2023-06-13,2023-08-18,2023-12-19,-4659.67
CLM-10289,2021-10-20,2021-12-22,2022-10-25,52637.42
CLM-10684,2022-05-06,2022-06-26,2023-07-22,47594.6
CLM-10561,2024-06-15,2024-09-04,2025-03-20,26566.36
CLM-10138,2023-02-27,2023-05-07,2024-05-03,12511.31
CLM-10782,2023-12-30,2024-01-19,2024-09-20,-6901.12
CLM-10284,2023-06-03,2023-06-13,2023-11-22,55217.28
CLM-10205,2020-05-07,2020-05-31,2021-09-24,15267.47
CLM-10795,2020-01-24,2020-03-06,2021-01-27,43766.44
CLM-10665,2020-10-22,2020-12-05,2022-08-15,62793.52
CLM-10516,2020-10-13,2020-10-21,2021-03-04,48792.65
CLM-10478,2020-09-23,2020-12-14,2022-04-17,46850.74
CLM-10349,2022-02-13,2022-03-11,2022-10-08,26316.6
CLM-10135,2024-09-02,2024-09-14,2024-12-15,51288.61
CLM-10330,2021-09-09,2021-10-11,2022-05-02,65970.02
CLM-10752,2021-01-26,2021-03-05,2021-04-08,67662.64
CLM-10562,2021-06-21,,2021-10-06,44467.53
CLM-10683,2021-08-10,2021-09-20,2021-11-08,36286.89
CLM-10533,2022-07-26,2022-07-30,2023-01-08,40375.57
CLM-10682,2022-11-29,2023-01-04,2023-07-17,29950.96
CLM-10522,2021-11-26,2022-01-07,2022-06-25,20041.99
CLM-10398,2022-12-11,2023-02-27,2024-01-14,66639.79
CLM-10395,2021-10-04,2021-12-29,2022-05-02,-10546.04
CLM-10142,2021-02-14,2021-04-15,2021-12-14,30500.08
CLM-10731,2020-04-05,2020-05-31,2022-04-12,46777.84
CLM-10568,2023-03-22,2023-04-04,2023-08-21,84405.26
CLM-10413,2022-01-25,2022-02-14,2022-07-24,70328.33
CLM-10701,2022-06-23,2022-08-04,2022-11-23,64885.56
CLM-10198,2021-04-17,2021-07-06,2021-11-14,69731.65
CLM-10247,2023-06-10,2023-09-03,2024-04-20,78919.87
CLM-10290,2024-01-22,2024-02-13,2025-01-08,6834.68
CLM-10526,2023-03-12,2023-05-29,2023-08-07,65836.78
CLM-10525,2020-01-15,2020-02-13,2020-09-27,42358.58
CLM-10440,2020-11-24,2021-01-09,2021-06-04,50404.56
CLM-10527,2020-04-29,2020-06-28,2021-07-07,-7529.3
CLM-10233,2020-07-08,2020-08-20,2021-12-24,51442.43
CLM-10558,2021-01-02,2021-03-02,2021-10-11,74938.1
CLM-10408,2020-04-25,2020-07-07,2021-09-24,69692.41
CLM-10344,2024-03-30,,2024-08-10,42489.04
CLM-10365,2021-08-01,2021-08-17,2022-03-17,33141.41
CLM-10198,2021-04-17,2021-07-06,2022-11-15,17318.19
CLM-10627,2024-08-02,2024-09-09,2024-11-04,32569.92
CLM-10712,2021-04-08,2021-04-18,2021-07-15,27995.49
CLM-10495,2020-05-14,2020-08-08,2021-12-12,-14998.37
CLM-10057,2020-05-31,2020-06-23,2021-01-13,26811.8
CLM-10074,2022-05-14,2022-06-22,2022-09-03,58203.95
CLM-10773,2021-06-28,2021-09-03,2022-06-04,73191.38
CLM-10167,2023-01-05,2023-02-25,2023-04-01,18060.68
CLM-10006,2024-06-27,2024-08-13,2025-05-01,42184.78
CLM-10452,2024-01-17,2024-03-27,2024-11-23,-7512.46
CLM-10009,2022-02-22,2022-03-08,2023-03-27,55382.93
CLM-10304,2020-11-07,2020-11-30,2021-09-09,-20938.19
CLM-10226,2023-06-04,2023-08-16,2024-02-22,52541.07
CLM-10021,2021-03-18,2021-05-16,2022-09-16,35545.87
CLM-10688,2020-01-02,2020-02-21,2021-09-02,72725.7
CLM-10483,2021-02-16,2021-03-07,2021-10-03,15147.11
CLM-10721,2022-05-11,,2023-09-12,-465199.11
CLM-10057,2020-05-31,2020-06-23,2021-02-28,72955.93
CLM-10128,2022-01-16,2022-01-26,2022-11-12,80710.11
CLM-10113,2020-02-04,2020-04-04,2021-02-22,75138.35
CLM-10081,2022-03-12,2022-03-30,2022-07-23,66465.21
CLM-10124,2023-12-09,2024-01-19,2024-06-11,21561.26
CLM-10651,2023-02-21,2023-04-08,2023-09-29,24457.94
CLM-10481,2021-01-06,2021-02-20,2021-10-27,2567.26
CLM-10295,2020-09-24,2020-10-28,2021-12-20,70426.14
CLM-10626,2023-01-05,,2023-07-18,63600.72
CLM-10248,2023-10-17,2023-12-17,2024-07-03,77958.22
CLM-10506,2022-02-14,2022-03-24,2022-09-25,-21397.44
CLM-10337,2023-10-07,2023-12-27,2024-09-05,33202.76
CLM-10773,2021-06-28,2021-09-03,2021-12-11,32516.62
CLM-10630,2023-01-27,,2023-05-07,-14705.09
CLM-10172,2022-02-17,2022-04-25,2022-09-19,36522.54
CLM-10075,2021-06-20,2021-09-11,2022-03-21,7092.11
CLM-10546,2020-09-10,2020-12-03,2021-12-06,6063.91
CLM-10179,2022-05-13,2022-07-28,2023-09-30,11591.56
CLM-10131,2024-12-04,,2025-01-18,83892.17
CLM-10060,2023-02-13,2023-03-14,2024-03-09,43609.19
CLM-10128,2022-01-16,2022-01-26,2022-05-17,20891.31
CLM-10461,2023-06-03,2023-06-28,2024-04-20,80502.96
CLM-10283,2022-06-16,,2023-10-22,65541.72
CLM-10550,2024-03-14,2024-04-23,2025-01-03,36866.02
CLM-10026,2022-11-30,2023-01-14,2023-07-29,62305.62
CLM-10008,2022-06-09,2022-08-03,2023-02-10,3448.63
CLM-10032,2024-04-18,2024-06-02,2024-08-28,6851.3
CLM-10104,2022-03-06,2022-04-14,2022-09-10,16705.16
CLM-10185,2023-05-04,2023-05-09,2024-03-28,70333.94
CLM-10142,2021-02-14,2021-04-15,2022-01-07,15655.59
CLM-10024,2020-07-20,2020-10-03,2021-03-16,12874.83
CLM-10695,2023-05-05,2023-08-01,2023-08-16,36098.1
CLM-10648,2022-06-02,2022-07-31,2023-04-20,54324.7
CLM-10688,2020-01-02,2020-02-21,2021-07-16,58076.71
CLM-10495,2020-05-14,2020-08-08,2021-07-04,41818.68
CLM-10069,2022-06-08,2022-06-14,2022-10-13,46980.15
CLM-10619,2022-07-06,2022-07-10,2022-09-29,31589.99
CLM-10339,2024-08-14,2024-08-24,2025-05-31,34115.12
CLM-10737,2020-02-19,2020-04-14,2020-09-29,81445.55
CLM-10572,2022-01-05,2022-02-10,2022-09-05,64862.14
CLM-10066,2024-05-14,2024-07-16,2024-10-13,47009.43
CLM-10555,2022-12-21,2023-03-18,2023-04-19,53415.4
CLM-10184,2020-12-27,2021-01-30,2022-02-04,8620.44
CLM-10450,2021-07-26,2021-09-22,2022-06-20,-22699.27
CLM-10148,2022-03-26,,2022-09-15,70475.83
CLM-10508,2022-06-05,2022-08-05,2022-12-23,64846.14
CLM-10646,2021-06-05,2021-08-10,2022-10-17,-11305.31
CLM-10675,2023-03-27,2023-04-08,2023-07-27,9354.01
CLM-10155,2022-10-26,2022-12-24,2023-02-28,27979.68
CLM-10475,2022-10-21,2022-12-25,2023-07-03,44235.46
CLM-10097,2021-04-13,2021-06-26,2023-01-03,71206.84
CLM-10672,2021-07-09,2021-08-25,2023-01-04,4266.61
CLM-10141,2021-04-24,2021-06-10,2021-12-12,72939.42
CLM-10775,2022-05-02,2022-07-26,2023-01-15,40098.11
CLM-10439,2020-03-02,2020-04-26,2021-01-01,56099.59
CLM-10774,2021-09-02,2021-10-07,2022-08-13,33454.83
CLM-10476,2023-05-24,2023-07-26,2024-08-03,55067.83
CLM-10370,2023-07-19,2023-08-05,2023-09-20,11107.11
CLM-10697,2023-11-11,2024-01-28,2025-04-06,24446.81
CLM-10553,2022-12-07,2023-02-16,2024-05-31,11878.6
CLM-10740,2022-08-24,2022-10-06,2023-11-09,-13359.47
CLM-10784,2022-11-25,2022-12-09,2023-07-18,52614.12
CLM-10025,2023-04-02,2023-06-03,2023-11-18,55594.06
CLM-10305,2023-10-04,2023-11-16,2025-01-18,68084.4
CLM-10606,2022-04-02,2022-05-23,2022-10-23,3179.8
CLM-10797,2022-07-21,2022-08-09,2022-10-26,56772.18
CLM-10726,2021-09-17,2021-11-10,2023-02-25,51890.26
CLM-10790,2024-09-23,2024-10-26,2025-04-16,78517.45
CLM-10355,2023-03-23,2023-04-15,2024-03-24,40921.23
CLM-10701,2022-06-23,2022-08-04,2023-07-27,42853.04
CLM-10491,2023-01-22,2023-03-22,2024-05-29,27195.71
CLM-10421,2021-02-14,2021-03-17,2021-05-14,78393.3
CLM-10067,2021-04-24,2021-05-11,2022-11-02,45580.71
CLM-10741,2020-03-12,2020-05-26,2020-12-21,82161.95
CLM-10505,2021-11-07,2022-02-01,2022-10-28,-11836.78
CLM-10092,2020-06-15,2020-09-08,2021-09-23,66824.14
CLM-10505,2021-11-07,2022-02-01,2023-03-26,73000.49
CLM-10185,2023-05-04,2023-05-09,2023-07-30,48905.36
CLM-10615,2023-03-05,2023-03-13,2023-10-26,12167.08
CLM-10737,2020-02-19,2020-04-14,2021-03-28,18863.17
CLM-10429,2020-04-12,2020-06-20,2020-12-26,3407.23
CLM-10095,2020-09-01,2020-11-10,2021-10-21,-2751.8
CLM-10151,2022-07-14,2022-09-25,2023-05-06,59023.52
CLM-10379,2020-05-27,2020-08-22,2021-07-22,-17341.92
CLM-10142,2021-02-14,2021-04-15,2022-03-14,-23139.36
CLM-10415,2021-08-30,2021-11-09,2022-01-18,68268.79
CLM-10048,2024-06-03,2024-07-20,2025-02-16,23189.71
CLM-10102,2022-07-01,2022-07-05,2022-11-05,75388.02
CLM-10768,2023-04-21,2023-06-26,2024-01-19,17846.25
CLM-10097,2021-04-13,2021-06-26,2021-12-14,-17928.75
CLM-10739,2022-04-28,2022-06-04,2022-08-16,55598.4
CLM-10711,2023-08-15,2023-08-27,2023-09-29,26685.59
CLM-10243,2024-08-29,2024-09-11,2025-03-19,49172.01
CLM-10787,2022-05-27,,2023-02-21,-16871.23
CLM-10108,2020-10-11,2020-12-27,2021-09-16,43750.15
CLM-10671,2022-12-18,2023-01-16,2023-11-10,3461.93
CLM-10301,2023-08-02,2023-09-16,2024-02-17,25392.36
CLM-10459,2020-01-06,2020-03-05,2021-11-30,42097.82
CLM-10383,2023-06-20,2023-07-10,2023-12-29,-20622.67
CLM-10787,2022-05-27,,2022-10-29,18523.74
CLM-10442,2024-07-27,2024-09-16,2025-02-08,27546.15
CLM-10740,2022-08-24,2022-10-06,2023-05-31,46366.54
CLM-10133,2023-07-29,2023-10-10,2025-03-26,74692.85
CLM-10184,2020-12-27,2021-01-30,2021-07-30,-1397.65
CLM-10390,2024-04-26,2024-05-27,2024-06-24,40411.64
CLM-10578,2023-04-08,,2024-01-26,44944.4
CLM-10199,2021-11-26,,2023-03-30,11326.82
CLM-10684,2022-05-06,2022-06-26,2023-07-07,22917.88
CLM-10146,2020-09-10,2020-11-21,2021-09-17,41774.16
CLM-10342,2022-09-06,2022-11-15,2023-11-19,7659.89
CLM-10750,2023-10-11,2024-01-07,2024-07-13,73404.8
CLM-10061,2023-12-09,2024-02-24,2024-07-21,37848.62
CLM-10613,2024-06-12,2024-09-05,2024-11-13,24900.06
CLM-10310,2020-01-04,2020-02-18,2020-11-14,54705.02
CLM-10615,2023-03-05,2023-03-13,2024-02-28,39025.75
CLM-10781,2021-12-31,2022-01-08,2022-04-07,21836.13
CLM-10209,2024-01-20,2024-01-26,2025-01-27,17023.18
CLM-10754,2023-12-13,,2025-01-17,65451.55
CLM-10165,2020-11-01,2020-11-23,2021-02-28,69951.7
CLM-10651,2023-02-21,2023-04-08,2023-12-20,25942.38
CLM-10689,2023-09-07,2023-09-27,2024-02-24,53189.14
CLM-10246,2024-07-16,2024-09-10,2025-03-02,61569.64
CLM-10777,2022-03-05,2022-03-14,2022-08-05,19565.81
CLM-10113,2020-02-04,2020-04-04,2021-08-15,51087.15
CLM-10283,2022-06-16,,2023-08-30,9869.34
CLM-10730,2020-03-13,2020-03-31,2021-08-03,77062.97
CLM-10495,2020-05-14,2020-08-08,2021-07-22,5612.88
CLM-10052,2023-10-07,2023-11-20,2024-02-16,30714.76
CLM-10483,2021-02-16,2021-03-07,2021-08-06,59460.97
CLM-10230,2020-09-27,2020-11-09,2021-11-24,38605.45
CLM-10423,2023-03-17,2023-03-28,2024-04-07,69461.73
CLM-10326,2021-03-08,2021-05-20,2022-01-21,52623.23
CLM-10584,2020-04-23,2020-05-02,2021-05-22,-20816.75
CLM-10108,2020-10-11,2020-12-27,2022-03-25,56566.97
CLM-10189,2024-06-29,,2025-01-13,-21507.0
CLM-10270,2023-06-06,2023-08-19,2024-06-13,7613.83
CLM-10248,2023-10-17,2023-12-17,2025-04-28,-18874.04
CLM-10600,2022-03-31,2022-06-22,2023-04-16,63019.76
CLM-10346,2022-10-15,,2024-01-29,45558.4
CLM-10743,2023-05-19,2023-08-15,2024-02-28,-11257.66
CLM-10133,2023-07-29,2023-10-10,2025-02-12,67438.19
CLM-10552,2023-07-20,2023-10-15,2024-02-20,53420.0
CLM-10702,2022-07-14,2022-07-29,2022-11-07,35657.37
CLM-10253,2021-09-30,2021-11-04,2022-01-30,-18779.56
CLM-10757,2021-02-20,2021-04-25,2021-12-31,37682.43
CLM-10545,2022-06-02,2022-07-17,2023-03-12,66047.54
CLM-10407,2021-01-21,2021-04-02,2022-04-27,3595.19
CLM-10173,2021-10-05,2021-12-04,2022-12-29,39759.46
CLM-10096,2022-01-02,2022-01-10,2022-10-15,-24131.02
CLM-10466,2021-04-19,2021-05-20,2022-10-13,32997.09
CLM-10427,2021-02-16,2021-04-15,2022-04-17,67330.05
CLM-10765,2020-06-22,2020-08-05,2020-10-17,36479.77
CLM-10730,2020-03-13,2020-03-31,2020-04-26,-5701.58
CLM-10377,2020-05-25,2020-07-25,2020-10-21,16869.02
CLM-10281,2024-08-06,2024-10-23,2024-11-23,48071.87
CLM-10269,2021-06-28,2021-07-14,2021-08-10,11793.92
CLM-10378,2023-10-04,2023-10-29,2024-10-26,63832.62
CLM-10041,2023-01-01,2023-02-09,2024-01-16,-13532.34
CLM-10379,2020-05-27,2020-08-22,2021-03-24,37689.58
CLM-10507,2024-04-29,2024-05-01,2025-04-13,79402.35
CLM-10091,2022-03-03,2022-05-07,2023-03-06,-9942.12
CLM-10069,2022-06-08,2022-06-14,2022-07-16,-15682.4
CLM-10535,2024-04-14,2024-06-12,2024-07-23,41665.39
CLM-10405,2021-01-28,2021-03-04,2022-11-29,51054.45
CLM-10242,2021-10-25,2022-01-17,2022-05-04,-22064.76
